

                  |¯¯¯|            |¯¯¯¯¯¯¯¯¯¯¯¯¯|  |¯¯¯¯¯¯¯¯¯¯¯¯¯|  |¯¯¯¯¯¯¯¯¯¯¯¯¯|
                  |   |            |             |  |             |  |             |
                  |   |            |   |¯¯¯¯¯|   |  |   |¯¯¯¯¯¯¯¯¯   |    |¯¯¯¯¯¯¯¯ 
                  |   |            |   |     |   |  |   |            |    |________ 
                  |   |            |   |     |   |  |   |   |¯¯¯¯¯|  |             |
                  |   |            |   |     |   |  |   |   |_    |  |_________    |
                  |   |            |   |     |   |  |   |     |   |            |   |
                  |   |_________   |   |_____|   |  |   |_____|   |   _________|   |
                  |             |  |             |  |             |  |             |
                  |_____________|  |_____________|  |_____________|  |_____________|

==============================================================================================================
  DATE     |   DAY   |     TIME     |   TYPE  |                           MESSAGE
08/08/21   |   SUN   |   21:42:54   |   INF   |   AISHWARIYA RAI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:54   |   INF   |   AKASH SONI-0.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:54   |   INF   |   AKASH SONI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:54   |   INF   |   AKASH SONI-1.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:55   |   INF   |   AKASH SONI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:55   |   INF   |   AKASH SONI-2.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:56   |   INF   |   AKASH SONI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:56   |   INF   |   CHRIS HEMSWORTH.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:58   |   INF   |   CHRIS HEMSWORTH FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:58   |   INF   |   KAREENA KAPOOR.JPG IS SELECTED
08/08/21   |   SUN   |   21:42:59   |   INF   |   KAREENA KAPOOR FACE IS EXTRACTED
08/08/21   |   SUN   |   21:42:59   |   INF   |   NARENDRA MODI.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:01   |   INF   |   NARENDRA MODI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:01   |   INF   |   NORA FATEHI.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:02   |   INF   |   NORA FATEHI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:02   |   INF   |   RAHUL GANDHI.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:03   |   INF   |   RAHUL GANDHI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:03   |   INF   |   ROBERT DOWNEY.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:04   |   INF   |   ROBERT DOWNEY FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:04   |   INF   |   RYAN GOSLING.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:07   |   INF   |   RYAN GOSLING FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:07   |   INF   |   SAIF ALI.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:10   |   INF   |   SAIF ALI FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:10   |   INF   |   SALMAN KHAN.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:11   |   INF   |   SALMAN KHAN FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:11   |   INF   |   SHAHRUKH KHAN.JPG IS SELECTED
08/08/21   |   SUN   |   21:43:13   |   INF   |   SHAHRUKH KHAN FACE IS EXTRACTED
08/08/21   |   SUN   |   21:43:13   |   PAS   |   FACES EXTRACTED METHOD COMPLETED
08/08/21   |   SUN   |   21:43:13   |   CHK   |   FACENET MODEL METHOD INITIALIZED
08/08/21   |   SUN   |   21:43:13   |   INF   |   PROCESSING FACES INTO 512 FACIAL FEATURES
08/08/21   |   SUN   |   21:43:18   |   INF   |   FEATURES EXTRACTED SUCCESSFULLY
08/08/21   |   SUN   |   21:43:18   |   INF   |   EXPORTING FILE TO CSV
08/08/21   |   SUN   |   21:43:18   |   PAS   |   FACENET MODEL METHOD COMPLETED
08/08/21   |   SUN   |   21:43:18   |   END   |   IMAGE PREPROCESSING MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------

                                             DATABASE
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:43:19   |   BEG   |   DATABASE MODULE INITIALIZATION
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:43:19   |   CHK   |   CREATING DATABASE METHOD INITIALIZED
08/08/21   |   SUN   |   21:43:20   |   INF   |   CONNECTION DONE SUCCESSFULLY
08/08/21   |   SUN   |   21:43:21   |   INF   |   DATABASE DOES NOT EXISTS
08/08/21   |   SUN   |   21:43:21   |   INF   |   CREATING A NEW DATABASE
08/08/21   |   SUN   |   21:43:21   |   ERR   |   DATABASE IN INITIALIZATION
08/08/21   |   SUN   |   21:43:21   |   LIN   |   ERROR ON LINE NUMBER : 52
08/08/21   |   SUN   |   21:43:21   |   TYP   |   1007 (HY000): CAN'T CREATE DATABASE 'INEURON'; DATABASE EXISTS
08/08/21   |   SUN   |   21:43:21   |   CHK   |   CREATING TABLE METHOD INITIALIZED
08/08/21   |   SUN   |   21:43:21   |   INF   |   CONNECTION BUILD SUCCESSFULLY
08/08/21   |   SUN   |   21:43:21   |   INF   |   CHECKING PREVIOSULY AVAILABLE TABLE
08/08/21   |   SUN   |   21:43:21   |   INF   |   TABLE EXISTS
08/08/21   |   SUN   |   21:43:21   |   INF   |   USING SAME TABLE
08/08/21   |   SUN   |   21:43:21   |   PAS   |   CHECKING TABLE METHOD COMPLETED
08/08/21   |   SUN   |   21:43:21   |   CHK   |   INSERTING DATA INTO DATABASE
08/08/21   |   SUN   |   21:43:21   |   INF   |   SETTING UP DATABASE CONNECTION
08/08/21   |   SUN   |   21:43:21   |   INF   |   DATABASE CONNECTED SUCCESSFULLY
08/08/21   |   SUN   |   21:43:21   |   INF   |   INSERTING DATA INTO DATABASE
08/08/21   |   SUN   |   21:43:23   |   PAS   |   DATA INSERTED INTO DATABASE
08/08/21   |   SUN   |   21:43:23   |   INF   |   REMOVING THE TEMPORARY DATAFRAME
08/08/21   |   SUN   |   21:43:23   |   END   |   DATABASE MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------

                                             MODEL CREATION
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:43:23   |   BEG   |   MODEL CREATION MODULE INITIALIZED
--------------------------------------------------------------------------------------------------------------
08/08/21   |   SUN   |   21:43:23   |   CHK   |   MODEL CREATION CONSTRUCTOR INITIALIZED
08/08/21   |   SUN   |   21:43:23   |   PAS   |   MODEL CREATION CONSTRUCTOR COMPLETED
08/08/21   |   SUN   |   21:43:23   |   CHK   |   LOADING DATASET METHOD INITIALIZED
08/08/21   |   SUN   |   21:43:23   |   CHK   |   CONNECTING DATABASE INITIALIZED
08/08/21   |   SUN   |   21:43:23   |   PAS   |   DATABASE CONNECTED SUCCESSFULLY
08/08/21   |   SUN   |   21:43:24   |   INF   |   EXTRACTING DATASET FROM DATABASE
08/08/21   |   SUN   |   21:43:24   |   PAS   |   LOADING DATASET METHOD COMPLETED
08/08/21   |   SUN   |   21:43:24   |   CHK   |   REMOVE PREVIOUS METHOD INTIALIZED
08/08/21   |   SUN   |   21:43:24   |   INF   |   PREVIOUS TRIALS REMOVED
08/08/21   |   SUN   |   21:43:24   |   INF   |   PREVIOUS TRIALS REMOVED
08/08/21   |   SUN   |   21:43:24   |   PAS   |   REMOVE_PREVIOUS METHOD COMPLETED
08/08/21   |   SUN   |   21:43:24   |   CHK   |   DATA PREPROCESSING METHOD INITIALIZED
08/08/21   |   SUN   |   21:43:24   |   INF   |   TRAINING FEATURES AND LABELS INITIALIZED SUCCESSFULLY
08/08/21   |   SUN   |   21:43:24   |   INF   |   LABEL ENCODING SUCCESSFUL
08/08/21   |   SUN   |   21:43:24   |   INF   |   ONE HOT ENCODING SUCCESSFUL
08/08/21   |   SUN   |   21:43:24   |   PAS   |   DATA PREPROCESSING METHOD COMPLETED
08/08/21   |   SUN   |   21:43:24   |   CHK   |   LAYER PROCESSING METHOD INITIALIZED
08/08/21   |   SUN   |   21:44:01   |   INF   |   BEST NUMBER LAYERS 5
08/08/21   |   SUN   |   21:44:01   |   INF   |   BEST LEARNING RATE 0.001
08/08/21   |   SUN   |   21:44:01   |   PAS   |   LAYER PROCESSING METHOD COMPLETED
08/08/21   |   SUN   |   21:44:01   |   CHK   |   EPOCHS PROCESSING METHOD INITIALIZED
08/08/21   |   SUN   |   21:44:01   |   INF   |   START FINDING BEST EPOCH
08/08/21   |   SUN   |   21:44:04   |   INF   |   ACCURACY NOT GOT IS SET TRUE
08/08/21   |   SUN   |   21:44:04   |   INF   |   SELECTING MAX EPOCHS AS NUMBER OF EPOCHS
08/08/21   |   SUN   |   21:44:04   |   INF   |   BEST EPOCH: 100
08/08/21   |   SUN   |   21:44:04   |   INF   |   BEST EPOCH FOUND,
08/08/21   |   SUN   |   21:44:04   |   PAS   |   EPOCHS PROCESSING METHOD COMPLETED
08/08/21   |   SUN   |   21:44:04   |   CHK   |   FINAL PROCESSING METHOD INITIALIZED
08/08/21   |   SUN   |   21:44:04   |   INF   |   FINAL MODEL TRAINING STARTED
08/08/21   |   SUN   |   21:44:06   |   INF   |   FINAL MODEL TRAINING COMPLETED
08/08/21   |   SUN   |   21:44:09   |   INF   |   MODEL SAVED
08/08/21   |   SUN   |   21:44:09   |   PAS   |   FINAL PROCESSING METHOD COMPLETED
08/08/21   |   SUN   |   21:44:09   |   END   |   MODEL CREATION MODULE COMPLETED
--------------------------------------------------------------------------------------------------------------
